1848	189	12227
7394	129	9492
3577	11	3958
3613	10	3615
2577	10	3043
4117	96	11311
12469	9	5368
12850	13	12534
10308	105	12690
7419	96	7125
9480	152	977
4876	8	12337
11686	96	5621
8146	6	3722
9513	158	10927
230	151	2634
7755	133	10532
7810	128	13989
1235	168	10532
7939	96	13177
11438	163	14230
650	115	3886
5682	14	7765
2856	148	3680
11384	89	11310
2559	224	11343
9816	196	7835
10414	9	3583
2650	10	10917
1924	12	6276
9585	96	5621
10871	152	13331
6552	78	10532
9784	129	3299
11682	209	6684
5536	14	13781
1188	12	10033
8331	10	7250
10390	124	13530
12060	105	10158
4633	52	3456
12532	3	7565
8222	188	4458
8851	13	9536
12569	4	8195
8072	236	7575
7940	85	823
12075	106	9859
6848	85	8432
11790	129	14390
2707	148	11841
2369	9	12545
7703	188	10390
10390	124	13763
1989	62	13247
6334	15	2670
6497	154	1953
3669	86	4087
14027	9	8443
12197	211	8868
10574	190	811
5970	10	9757
8362	12	5472
7176	200	5036
13964	191	10485
13021	214	2284
2144	173	9083
14322	166	5700
12741	20	12051
6528	129	1985
8576	10	9453
4507	190	3849
2856	191	10506
10178	199	3984
1274	5	1038
8344	137	8057
7105	85	8432
11047	9	10607
9700	85	9089
222	191	11852
387	52	9807
7304	3	12508
14000	11	1883
532	189	10291
3564	4	1027
8171	186	8663
2847	191	733
7182	10	12398
11719	149	7306
3060	191	13857
7143	68	6993
11819	79	5615
8396	9	1244
10890	52	8215
12534	3	828
11971	225	1080
12161	127	12940
1860	33	1734
79	12	6695
248	68	14238
69	85	4540
7564	10	7799
2119	129	14152
12208	152	8496
5515	188	10390
9784	129	14489
385	96	9084
3062	190	2388
7869	156	8814
3282	200	5036
9770	149	2220
3425	100	10539
569	10	6965
6076	68	5163
4569	10	3721
4988	95	3929
9727	73	11983
3721	10	13936
2344	183	2421
7528	86	4353
9901	129	13636
9255	203	1759
4288	3	1452
3300	191	11852
5806	155	3342
11656	230	11358
14392	158	2668
7867	210	8953
874	55	874
10342	5	12835
7962	3	11002
3901	187	4353
5604	183	2876
4738	86	6928
8089	7	13948
7843	96	6528
13067	96	9141
14085	78	10532
11484	75	9784
8634	219	7751
4301	12	6386
9225	191	10485
12588	96	12141
5135	212	8868
5910	156	2726
11278	178	8530
6604	96	9788
5486	157	12301
5178	11	6102
4177	96	8491
8685	177	8997
9880	93	7965
1296	5	1255
4936	96	10390
4305	157	11841
3723	10	3847
11618	200	4693
4565	10	7904
7030	68	8536
760	87	3386
12126	96	10796
13270	47	11449
8310	85	9767
10698	127	12940
9784	129	11691
11843	157	308
67	96	523
7440	96	3147
6719	188	9784
8491	176	5132
3945	141	2289
4926	190	14328
2566	57	1124
10684	85	8683
6554	83	9569
6535	191	11852
1696	140	10767
5609	83	9569
11071	12	8292
7007	196	7835
814	60	814
7002	10	9562
12194	212	4307
7749	96	10390
311	52	9677
2889	196	7835
4572	180	5460
8445	6	9907
6504	89	11310
10903	53	7228
1117	191	1254
7189	68	5000
7874	12	8451
7869	154	2198
4915	96	8892
6237	10	5206
9876	38	4430
11426	225	97
1815	159	2406
7592	191	4396
308	155	5806
5621	140	11568
612	14	12903
10675	10	8559
3200	50	10165
12461	96	8495
12331	6	8902
8705	149	6500
9514	166	2067
3757	12	12469
8298	50	10165
5443	11	3659
12124	148	11841
9573	12	1544
1245	4	12443
11909	32	2261
10723	50	10165
9351	181	10390
8888	149	6112
5611	158	13335
6601	183	2365
8551	211	4307
11083	166	619
13003	214	11436
5976	191	326
5168	14	756
1915	148	6497
4340	5	1231
3272	11	14084
4954	3	13945
14287	50	10165
4115	190	2970
8685	106	8564
7512	10	2754
4700	115	2132
8440	80	14161
10520	89	10651
5214	148	5611
11722	186	8663
11781	86	4087
6744	40	3536
3169	188	10390
12569	5	9391
12631	96	8878
888	10	14049
12659	44	14305
2968	32	2076
9784	163	10662
8685	177	4511
3488	144	12354
2498	191	1259
5597	59	9765
12741	165	1429
3844	90	448
7503	171	11920
10596	188	10390
4597	192	7882
1460	85	6466
6090	200	3984
6941	85	9089
11405	4	10675
265	50	10165
3748	11	10148
11413	202	4976
10656	10	1942
3438	168	10532
13988	131	4267
9657	212	7096
11279	93	701
9763	10	4710
10965	88	10552
10629	73	5621
852	180	445
13332	157	8368
2188	50	10165
1445	219	9218
4563	12	1939
7049	230	1220
2803	59	4569
1722	154	13326
9545	180	12737
557	23	2119
977	154	178
5680	50	10165
11244	129	14130
4110	158	2807
4436	199	3984
8685	47	7664
3882	196	7835
6616	58	2070
5096	9	11337
12523	11	612
3982	68	5507
2661	188	9784
1762	56	9984
8234	191	11246
3267	10	5425
859	129	8605
9787	58	4525
6100	188	10390
8496	156	2908
9370	93	5442
3413	98	5557
1522	191	13857
8672	3	6315
12447	159	2829
10903	53	9073
9928	201	883
11	129	2151
4456	68	10879
9784	129	7448
11113	89	4940
13174	3	14238
10277	29	13245
7573	96	11438
8162	95	3929
8982	11	4915
8431	95	3929
9215	12	10447
8975	200	5036
13273	191	1370
7257	148	2680
12804	13	5337
4308	209	12041
7304	4	8339
8917	190	11919
2347	12	6695
7314	100	9421
10607	4	12187
10628	3	4939
3019	203	8348
2110	115	4724
11149	9	3583
9610	85	1719
6619	23	8079
5910	157	977
12253	149	6583
514	68	3951
1967	10	5558
10061	59	1354
748	12	531
14235	161	11497
10826	9	1045
11216	96	8495
5715	96	9784
10850	15	13163
12541	5	11104
779	149	1493
4390	156	8168
1425	9	6829
4664	3	4808
1611	108	2956
4501	176	5132
11421	19	11630
1893	199	11682
9227	191	4396
12570	222	4078
13451	6	5226
10435	12	8161
5422	50	10165
7657	129	10500
9168	93	8280
10395	4	10911
1094	52	11019
7191	191	4396
6848	92	1650
1249	191	3212
10000	145	6122
12195	188	4458
3112	144	3090
7130	129	7181
5820	68	9168
11843	157	12301
4289	5	1038
12462	96	477
10251	13	12534
4442	186	8663
12791	129	13549
2253	121	12058
3019	211	8658
12569	5	11820
8051	10	6131
9776	12	8124
1696	140	7862
11903	39	10532
10141	189	3960
454	9	1268
4710	10	5450
12377	89	11310
4805	85	1555
8767	186	8663
954	8	1421
10390	129	13423
14027	68	4220
2247	93	701
2212	190	3960
12028	85	4497
823	140	10456
5649	10	5452
10650	183	450
9435	148	6336
8862	85	8918
5350	7	10398
12203	7	3839
3061	203	1761
8670	10	9923
10522	9	4678
10240	199	5036
12804	86	6928
4095	109	6769
6572	154	1927
5036	209	9736
620	185	9172
187	147	1243
3669	85	1777
7835	184	8356
6016	191	13857
6259	140	549
10494	227	1712
4467	55	4467
3382	68	4948
1859	59	13267
13234	230	3237
839	100	1880
4603	9	12545
7914	9	3481
1248	115	790
3643	233	8499
13515	80	1131
10784	96	10390
12552	3	7639
12532	3	4805
2555	191	4396
6255	11	5003
726	68	11265
7585	4	1807
12856	12	4088
2549	196	1553
6385	232	8038
9453	68	11485
8813	191	1370
9951	218	8506
9254	12	3556
6252	140	7455
4892	206	11055
4580	189	704
4480	154	13911
6703	187	6928
703	100	3870
1317	14	1605
11538	200	5036
9600	166	5176
13053	14	4252
12887	49	5521
4186	201	1839
9382	9	11237
9756	12	8670
7304	3	3630
10244	96	7125
2700	9	5213
8347	128	7658
3045	47	13391
13587	68	72
9842	110	9987
6713	100	12140
11307	96	2194
8800	10	10164
10697	96	8568
3256	200	4693
10989	4	6357
10889	63	10532
9185	122	981
11076	73	10390
13581	149	7643
3901	10	8902
12580	191	11863
13177	163	13212
11025	89	10690
11219	11	11781
10794	9	13393
5165	204	9451
6830	9	6519
14482	11	10190
13698	128	13695
7838	9	7962
13410	191	1259
2545	68	6569
9893	191	4510
13932	3	6179
5611	156	3968
361	115	8929
12551	3	12262
7563	12	7564
9199	10	8781
3238	149	1054
11993	159	3852
8470	96	571
5211	10	2577
11905	105	9615
9838	57	1155
13880	129	14199
7848	89	490
10697	13	13393
1288	102	7851
8888	149	2706
7665	154	14495
2133	200	11682
12544	3	9317
225	187	4353
7801	189	12950
4377	55	4377
14421	168	2178
1484	190	2119
5774	169	6764
7489	11	13951
8742	192	11217
12654	11	8038
8972	10	9059
10491	78	10532
12887	12	7545
14140	127	12940
4555	10	2393
2930	191	10485
2662	196	7835
10783	14	7845
12323	191	4441
2902	188	9784
12532	5	9383
12405	96	11506
6103	189	14212
13657	129	14029
13480	149	8335
5480	74	11764
9530	140	6000
4601	209	7161
6531	191	733
9826	58	7653
2133	199	3984
8882	9	11335
5015	189	7322
12060	105	2510
1629	108	8336
12820	9	8428
7701	50	10165
1696	140	5152
7029	68	7492
2778	9	13393
3881	9	10607
8559	11	3187
4122	149	2843
12758	6	3046
3323	63	10532
526	14	10886
8472	100	7112
12598	96	7125
2119	137	7882
8685	177	5499
5413	159	11818
10864	3	2994
13461	162	8939
4478	12	9199
4628	68	12803
927	155	5611
7854	137	8522
1501	96	5687
10626	85	8918
157	188	10390
12619	96	11311
12525	6	8185
5024	168	10532
3680	158	8496
13108	85	11359
11840	157	977
7964	5	12331
5666	10	10420
10409	222	5295
1337	173	8067
507	186	8663
5027	209	8251
12491	10	8604
4244	9	10861
941	149	1341
12892	210	9984
10440	86	4353
9041	10	436
6309	14	6319
1094	52	1229
6215	196	7835
1753	86	4087
7703	9	10607
12510	6	9947
5412	11	7146
13297	92	12681
9143	190	5460
10352	131	4372
11245	186	8663
9044	196	7835
1706	89	4964
5687	176	5132
3985	68	12642
8641	89	11853
5741	199	4693
3360	95	4689
7665	157	3896
8764	74	9373
6873	183	3292
922	11	5659
5723	68	12938
4461	235	5621
3553	73	10390
2921	68	12598
11197	12	11643
12551	3	737
12551	3	10928
3021	0	7096
8667	3	8694
4656	140	4116
10533	198	4799
8490	189	1131
9784	140	7107
970	12	11963
1914	10	2700
104	186	8663
8551	212	8868
9903	6	1750
5703	89	4940
8865	10	6985
13440	160	4584
1045	3	3970
10920	160	4587
4948	92	9115
2231	11	13732
10036	9	1232
5460	219	6816
2519	10	5876
11755	59	519
10140	96	10390
11983	124	13398
5141	188	6529
9581	9	7585
7583	209	12054
35	159	1054
9835	169	6764
14471	96	9061
4844	89	2771
6801	93	798
29	157	1392
3025	50	10165
6269	68	379
6814	115	7785
12913	86	5846
9277	95	3929
4355	52	1814
10830	68	11052
1629	108	6609
1038	6	2817
7585	4	328
1797	58	1829
531	12	488
7890	203	2283
3962	10	7765
11934	89	2287
11151	9	1045
5106	4	13375
1453	191	4510
5268	3	12224
7441	188	4458
7996	6	2721
8939	166	579
10390	129	1506
5351	96	9784
1319	50	10165
8255	225	12429
2968	9	10867
4438	159	14022
9837	17	10438
8248	212	4307
4458	124	83
2581	10	6269
11126	198	3591
9886	80	12297
11763	157	9596
1696	140	9711
6866	186	8663
12550	5	11029
9703	73	2067
4666	5	1231
10867	5	12601
4171	11	57
10029	186	8663
4585	68	287
221	186	8663
8655	6	3608
12567	3	1111
5080	9	10861
407	191	13317
10489	10	9783
387	52	2470
8115	101	6279
13380	234	10300
14441	173	13089
6504	96	11497
11307	96	8519
2713	9	3480
7020	115	12896
4699	159	10557
3036	168	14012
12150	6	6244
1123	209	12054
4116	85	4656
8652	59	2306
6320	149	602
2352	13	5279
601	155	8496
11645	219	6817
8062	128	9782
10620	4	11943
2928	192	5005
14476	50	10165
1166	88	10596
2322	10	3041
3523	191	11676
1975	166	6527
7191	191	11852
3984	209	7095
4435	191	10485
5426	44	6488
3143	193	299
8187	12	922
6319	190	5460
7630	171	310
9262	200	4693
9503	188	4458
7339	14	5443
749	9	5273
7682	12	5171
13940	115	2875
9611	68	3187
9357	191	4510
924	140	5020
11930	8	3705
5229	128	9908
12623	7	2324
8646	186	8663
7864	6	7359
5474	9	11337
7869	157	7880
13639	23	9901
5588	159	2910
10824	28	4745
7900	12	7902
9012	146	13332
77	33	2678
10525	160	4586
9092	158	12441
4870	208	4307
6712	100	11800
9857	58	12723
9244	166	9197
7331	68	9213
13414	9	1232
12601	6	2384
226	9	1294
8332	8	10260
3454	5	8445
8427	3	3659
3213	83	9569
1094	52	9850
3240	68	13960
4693	209	3435
12315	99	7800
1874	200	11682
7118	10	3862
3267	11	738
7791	140	3213
4285	144	12881
11613	89	11310
12132	13	5254
11432	98	13091
1157	11	11232
11496	165	13380
11299	191	13803
8564	176	9794
1714	85	8432
8794	96	8564
14033	56	9984
2248	10	4840
6873	183	13301
3984	209	4050
11082	111	1593
9450	12	9931
8144	177	1859
8429	85	6418
3722	191	4510
1718	191	11863
8792	128	9414
11662	99	4247
9411	78	10532
11983	165	13407
8339	9	4954
12541	3	14468
5286	12	13382
731	10	4181
7491	3	6924
5043	158	1219
488	12	10435
12005	4	530
7234	199	11682
4890	3	4813
7618	98	6658
3872	68	5056
6448	189	3960
2123	191	1370
3850	11	8789
9594	14	14264
4086	60	4086
10872	224	11343
1714	99	1161
11500	145	9784
35	159	2915
5260	3	8795
628	149	11830
9866	59	4613
13020	203	1809
9338	10	6238
8202	85	9767
4947	73	12741
4307	207	8658
14344	41	5932
3202	149	2862
13	190	1913
1180	197	8614
6398	10	750
2071	32	1316
7353	83	9569
3650	1	11175
11912	126	11912
7304	4	618
13538	14	2998
13158	14	9950
1949	40	12858
11682	209	12359
1393	5	13116
8479	165	13805
3984	209	6997
12567	3	10565
10017	80	9930
2879	188	10390
4369	230	9377
475	200	5036
9672	149	2748
2744	187	4353
5043	157	2680
11260	99	10554
3338	33	12975
3727	9	11409
11772	14	3809
3206	129	8215
3813	13	7116
9367	191	4740
111	9	8209
12567	4	11502
13992	106	13987
11983	129	10535
11196	9	8744
4150	68	3271
3241	158	2923
1331	10	4858
6317	92	3250
8162	92	12935
11820	6	9473
5656	73	9784
11675	129	2116
1455	71	11928
9922	89	3006
8595	190	7919
12961	85	2295
3714	10	3578
5271	4	6783
5168	96	6528
7105	93	3475
11236	191	4510
3101	140	8224
2082	178	8450
12913	96	9889
1858	59	12406
5657	86	6928
505	59	7660
6046	186	5420
4874	89	10690
7491	3	13945
5261	3	3665
33	149	2602
1690	9	12143
8791	80	13198
5836	165	14246
13019	203	11899
12550	3	13902
11198	68	6854
6825	86	9096
7436	199	4693
12036	89	10690
4086	171	3921
1881	84	7473
4723	85	3664
14351	183	1799
9863	96	8116
12865	180	3960
12814	6	6957
6450	236	7575
692	9	3650
12541	3	10548
5036	209	3975
3680	156	12175
3061	203	3311
6420	4	10939
10565	15	4864
7583	209	6174
9713	108	8229
11566	226	10390
6347	71	8193
13278	12	8933
7189	9	10582
5270	4	887
13467	9	3737
9246	196	7835
6137	159	2937
2285	85	12765
5732	50	10165
6706	149	10522
8486	10	4961
4074	10	6353
8289	68	8960
7059	10	3427
1722	158	12301
9621	96	11983
12667	186	5420
13137	80	11638
688	161	6529
11331	222	1662
5163	85	1777
762	9	10607
2492	196	7835
10845	96	10796
9063	12	11114
639	92	9709
4379	4	5549
2607	9	1326
4554	68	14018
6204	151	4916
13017	202	5790
4633	52	8348
7138	77	3793
8112	209	3020
958	9	1387
12469	9	10350
1045	3	7725
338	68	760
5793	10	3701
3295	187	4353
115	223	8985
6801	95	3929
4056	9	7963
8279	80	7755
5075	10	10119
1044	9	10582
406	33	11001
9988	192	8726
12923	157	8496
8685	177	4168
12301	157	7869
8496	157	6336
2614	190	12737
8594	191	1370
13984	9	11163
9566	96	8491
12619	93	3425
4895	3	11124
14069	148	2668
1809	58	7779
9362	9	10576
620	31	2713
6109	61	8723
2972	46	10532
8795	96	12880
1672	115	2827
4369	230	5560
6446	190	4359
9991	13	12532
4806	89	4940
7789	50	10165
5436	10	8557
2197	99	7232
5008	200	11682
1873	157	927
9823	55	9823
6695	190	11530
5303	129	12212
6814	115	6061
4451	68	12655
9237	96	8937
14231	162	3093
9642	212	7583
9124	129	14123
4229	4	6070
7105	89	11310
3755	52	11855
4262	10	6736
13221	14	6389
6153	73	10390
1601	188	10390
2512	96	6160
8868	209	9642
3665	14	4214
2265	192	11217
9435	148	5611
10572	3	5295
5633	70	7749
11763	157	927
8677	99	11579
12312	129	856
3720	12	13936
6570	12	13508
12130	15	6502
10861	4	6956
2741	191	5823
1745	14	11517
7046	12	10769
3893	236	7575
2023	149	2700
11682	209	6293
9989	201	3592
311	54	4632
10924	12	11963
7461	186	8663
9784	165	983
2119	137	3013
13621	131	4370
11468	96	12977
3209	158	2680
11941	96	8072
12351	215	5165
13601	139	12239
9230	186	5420
4355	52	11890
1413	191	11246
12330	82	12433
10436	191	4441
802	199	11682
6820	4	6501
9115	9	6820
10086	50	10165
8062	118	10390
8817	191	159
6805	186	8663
4144	192	13252
7117	96	10796
9274	195	5607
7590	200	4693
178	10	10466
7702	85	9091
1777	140	11941
12795	105	9981
3451	5	2066
4549	9	4908
12550	5	4389
8083	188	6536
12719	188	4458
11943	68	9309
10577	3	1228
10662	234	8939
1811	131	4370
1624	108	8884
13284	89	11310
1523	9	12541
9605	11	13170
10214	186	8663
4650	68	12937
5958	9	4795
12569	3	12626
1559	149	637
9940	10	10826
7665	158	13334
6458	10	757
3419	10	2659
4969	80	3326
2913	10	2868
12838	11	8172
5639	10	11974
106	39	10532
1696	140	12687
4194	190	11988
4390	154	5214
8149	97	10390
8655	7	8149
10698	120	13671
5797	68	7315
6497	154	2336
11238	162	11083
786	85	4497
5140	5	13087
14235	234	10355
735	85	3235
1412	188	10390
2322	68	7803
5443	100	10192
1975	166	12776
750	68	751
12005	1	12399
9348	52	9852
5134	209	12054
7352	191	11246
534	10	1083
2472	154	2821
11266	96	10390
6866	115	9998
7693	50	10165
6553	137	1041
12550	3	9548
5056	50	10165
6343	3	12426
4791	3	3957
8390	10	6353
13509	191	4396
10903	52	9458
12334	140	1293
8012	11	13159
9776	12	9775
5114	200	5036
393	146	5611
2713	9	4229
7419	95	3929
10043	96	7394
228	148	13094
7869	154	3458
3602	230	6031
8457	96	10390
3126	10	11220
7755	18	12878
10825	9	12569
7440	96	8495
